trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
890,False,"{'a': 0.5, 'e': 0.4481005648769217}",20,9,-9.809751449367711,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.8218435979238043}",25,0,-89.86340223288659,"{0: 15, 1: 5, 2: 2, 3: 3, 4: 0}",0
892,False,"{'a': 0.5, 'e': 0.9943706554014256}",20,0,-136.25113995640694,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
893,False,"{'a': 0.5, 'e': 0.9234410965477796}",20,0,-103.3434811416415,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
894,False,"{'a': 0.5, 'e': 0.6264209511250854}",25,9,-52.41837248020213,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
895,False,"{'a': 0.5, 'e': 0.17603110967253321}",25,17,0.8809308941592757,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.3174572867274317}",35,16,8.116712482318192,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.7332210676265855}",20,0,-142.47035734577472,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
898,False,"{'a': 0.5, 'e': 0.9694667591920345}",20,0,-49.11645547698533,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
899,False,"{'a': 0.5, 'e': 0.9683531767720199}",25,0,-154.73892589142315,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
900,False,"{'a': 0.5, 'e': 0.7301529641805059}",25,0,-61.77211824628132,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
901,False,"{'a': 0.5, 'e': 0.31318584098273583}",20,9,-20.317412839041594,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.18046009882566544}",30,14,7.750272301186512,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.6299231126755704}",20,8,4.249790714022421,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.9251589792059046}",25,0,-128.94653255430674,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
905,False,"{'a': 0.5, 'e': 0.9938836615792292}",25,0,-172.49727437524632,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
906,False,"{'a': 0.5, 'e': 0.8192709606934638}",20,0,-149.6557755774163,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
907,False,"{'a': 0.5, 'e': 0.4440721555562843}",30,16,11.803660132048753,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.03985100081893557}",25,15,17.91372755139729,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.514017242341438}",20,1,-101.55646674160569,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 2}",1
910,False,"{'a': 0.5, 'e': 0.8623341359607118}",20,10,-50.42409007126387,"{0: 6, 1: 0, 2: 2, 3: 2, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.999521558142407}",20,0,-83.56026974869623,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
912,False,"{'a': 0.5, 'e': 0.8919912433578294}",30,0,-94.27614443638862,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
913,False,"{'a': 0.5, 'e': 0.5660703629170788}",20,0,-16.474449566696947,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
914,False,"{'a': 0.5, 'e': 0.1015557152401366}",20,0,30.044327404553965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
915,False,"{'a': 0.5, 'e': 0.3878233134069823}",20,5,-22.23485444364652,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.7822496691211615}",25,0,-59.15812566542153,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
917,False,"{'a': 0.5, 'e': 0.9851540239235083}",20,0,-114.27985929173192,"{0: 8, 1: 5, 2: 4, 3: 3, 4: 0}",0
918,False,"{'a': 0.5, 'e': 0.9468583152216423}",20,0,-70.59924354866392,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
919,False,"{'a': 0.5, 'e': 0.6767386681153137}",25,13,-16.848196495087187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
920,False,"{'a': 0.5, 'e': 0.24092979296818903}",25,11,-30.741008825832402,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
921,False,"{'a': 0.5, 'e': 0.2538670982178328}",20,6,-41.29836046209125,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
922,False,"{'a': 0.5, 'e': 0.6865084698355503}",20,0,-90.74620909115534,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
923,False,"{'a': 0.5, 'e': 0.9510686252176108}",20,0,-106.85134042392048,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
924,False,"{'a': 0.5, 'e': 0.9827740114685011}",20,0,-62.05788986511162,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
925,False,"{'a': 0.5, 'e': 0.7738620442700006}",20,0,-96.72789623917758,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
926,False,"{'a': 0.5, 'e': 0.3754816592518752}",30,7,-5.1941015018123515,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.11482973133178336}",20,4,24.018189363043884,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.5770267988585345}",25,2,-62.11934808456374,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.8979475815115636}",20,0,-167.2994809927144,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
930,False,"{'a': 0.5, 'e': 0.99901947919383}",20,0,-94.82315691575985,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
931,False,"{'a': 0.5, 'e': 0.855496566347051}",35,13,-62.02945420094576,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
932,False,"{'a': 0.5, 'e': 0.5025182575726944}",20,10,-33.11187613702235,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
933,False,"{'a': 0.5, 'e': 0.02650595340761163}",25,20,10.123890719577007,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.45599593257909704}",20,6,3.6722675312627877,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.8268541108563189}",30,0,-108.94364942872816,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
936,False,"{'a': 0.5, 'e': 0.9952695652506521}",25,6,-143.04541723432055,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 3}",1
937,False,"{'a': 0.5, 'e': 0.9200083188320507}",20,0,-67.50658957694041,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
938,False,"{'a': 0.5, 'e': 0.6194969495515196}",20,15,3.1095920305256053,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.1673111213093364}",25,14,21.64736359928049,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.3258383046087229}",20,13,5.5917742401334785,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.7392111495504137}",25,20,9.309375672348809,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.9715993241920361}",25,0,-38.90246647970723,"{0: 16, 1: 7, 2: 2, 3: 0, 4: 0}",0
943,False,"{'a': 0.5, 'e': 0.96610609856039}",20,0,-134.53431720619852,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
944,False,"{'a': 0.5, 'e': 0.7240764058730438}",35,11,-50.09614198220745,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 1}",1
945,False,"{'a': 0.5, 'e': 0.3047675559804882}",25,16,-43.31713416038157,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
946,False,"{'a': 0.5, 'e': 0.18915902075619492}",20,6,19.935786266598143,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.6367728720602797}",25,0,-79.62247865876824,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",1
948,False,"{'a': 0.5, 'e': 0.9284825160537067}",20,0,-113.38692477544107,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
949,False,"{'a': 0.5, 'e': 0.9928672581573823}",20,0,-119.07674063616093,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
950,False,"{'a': 0.5, 'e': 0.8141634680079446}",30,6,-69.13953323417428,"{0: 14, 1: 6, 2: 2, 3: 2, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.43612406594654274}",20,0,-29.458815342606304,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
952,False,"{'a': 0.5, 'e': 0.048693717817118926}",25,19,12.004916472339044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.521589581206371}",20,0,-0.7984199063702171,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
954,False,"{'a': 0.5, 'e': 0.8667821240437084}",20,0,-196.11413995321809,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
955,False,"{'a': 0.5, 'e': 0.9997561728317418}",20,0,-39.13086995852185,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",0
956,False,"{'a': 0.5, 'e': 0.8879550427950801}",25,15,-41.18119578737738,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
957,False,"{'a': 0.5, 'e': 0.5587515497674221}",25,0,-17.814822530176,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
958,False,"{'a': 0.5, 'e': 0.0927461902151406}",20,13,14.11768993025774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.39596667133827224}",20,13,1.4000716368839845,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.787733081927629}",25,0,-141.735545863146,"{0: 17, 1: 4, 2: 0, 3: 1, 4: 3}",0
961,False,"{'a': 0.5, 'e': 0.9866349609094227}",20,0,-152.53801070766747,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
962,False,"{'a': 0.5, 'e': 0.9439741913633689}",25,0,-158.4270736955796,"{0: 13, 1: 7, 2: 2, 3: 0, 4: 3}",0
963,False,"{'a': 0.5, 'e': 0.6701956175206938}",20,9,-12.80894363236663,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.23232978261965265}",25,9,-36.04694673820608,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
965,False,"{'a': 0.5, 'e': 0.26241848585111743}",20,0,-14.264642633385163,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
966,False,"{'a': 0.5, 'e': 0.692917556820885}",20,0,-125.54422058828386,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
967,False,"{'a': 0.5, 'e': 0.9537662435362628}",25,0,-109.78778139941598,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
968,False,"{'a': 0.5, 'e': 0.9810996900733364}",25,0,-124.90248491609688,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
969,False,"{'a': 0.5, 'e': 0.7682257154325556}",25,13,-22.4157100837817,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.36726329284539677}",30,0,-90.47432891547379,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
971,False,"{'a': 0.5, 'e': 0.12361799258544061}",25,13,8.052391548700044,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.584233282103149}",20,0,-46.71702905726508,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
973,False,"{'a': 0.5, 'e': 0.901807888313964}",20,0,-64.97595106813297,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
974,False,"{'a': 0.5, 'e': 0.9985884718158823}",25,0,-94.77074114642419,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
975,False,"{'a': 0.5, 'e': 0.8508797704267844}",30,0,-150.82621978657204,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
976,False,"{'a': 0.5, 'e': 0.49484602576777714}",25,0,-94.90755326441196,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
977,False,"{'a': 0.5, 'e': 0.017656715642326043}",30,12,36.03665561806316,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.46385557427185253}",25,3,-35.19861560709738,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.8317998420755708}",20,0,-54.62552816407587,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
980,False,"{'a': 0.5, 'e': 0.9960904985055212}",30,0,-287.0114588642357,"{0: 10, 1: 6, 2: 7, 3: 4, 4: 3}",0
981,False,"{'a': 0.5, 'e': 0.9165034610306968}",25,0,-108.62578065472836,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
982,False,"{'a': 0.5, 'e': 0.6125244121199033}",25,0,-22.127843815650355,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
983,False,"{'a': 0.5, 'e': 0.1585780245864616}",25,9,22.70373771061099,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.3341937939677003}",25,16,18.03036133139842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.7451433163425373}",20,11,-15.977141197454566,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.9736557670950443}",20,1,-112.26115844477154,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
987,False,"{'a': 0.5, 'e': 0.9637833286306727}",30,0,-171.5260781579489,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 3}",0
988,False,"{'a': 0.5, 'e': 0.7179431181988293}",25,11,-39.076894216691876,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
989,False,"{'a': 0.5, 'e': 0.2963253932903098}",30,20,14.13833606848409,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.19784312260506454}",20,6,-26.088684810502794,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
991,False,"{'a': 0.5, 'e': 0.6435727420665972}",25,0,-78.27384752643378,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
992,False,"{'a': 0.5, 'e': 0.9317333088861682}",25,0,-40.810673730758865,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
993,False,"{'a': 0.5, 'e': 0.9917730663552378}",20,0,-108.52631978138864,"{0: 10, 1: 2, 2: 5, 3: 3, 4: 0}",0
994,False,"{'a': 0.5, 'e': 0.8089921878856322}",25,0,-162.51565697998197,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
995,False,"{'a': 0.5, 'e': 0.42814180723270384}",25,17,-4.853924621154645,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.05753261979833144}",30,20,22.360934143514832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.5291210549824729}",25,8,-15.456003301935471,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.8711622021649791}",20,0,-102.50798834056137,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
999,False,"{'a': 0.5, 'e': 0.9999124594135295}",20,0,-104.60132051173214,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1000,False,"{'a': 0.5, 'e': 0.883849273431478}",25,0,-151.65137340054395,"{0: 13, 1: 6, 2: 2, 3: 2, 4: 2}",0
1001,False,"{'a': 0.5, 'e': 0.5513889599923525}",25,13,0.44931362140580244,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.08392939878483582}",25,9,-0.19911467144689232,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1003,False,"{'a': 0.5, 'e': 0.4040790063853225}",25,11,-4.38121515190232,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.7931547780443311}",25,0,-126.1861133064037,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
1005,False,"{'a': 0.5, 'e': 0.9880385977981455}",25,0,-159.49754211218547,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
1006,False,"{'a': 0.5, 'e': 0.9410161097602051}",30,16,-102.87932456110468,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
1007,False,"{'a': 0.5, 'e': 0.6636000589688005}",25,2,-2.239259550454821,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.22371156988067947}",20,8,-3.898139915804296,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.27094931372799275}",25,17,14.420507272832664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.69927235564838}",25,0,-130.21646570260606,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
1011,False,"{'a': 0.5, 'e': 0.9563891369300495}",30,0,-156.16285407417485,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",0
1012,False,"{'a': 0.5, 'e': 0.9793485022540106}",20,0,-207.98722780754824,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
1013,False,"{'a': 0.5, 'e': 0.7625291982530987}",25,0,-140.19679948559346,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
1014,False,"{'a': 0.5, 'e': 0.35901615238432194}",20,12,-26.12320089130727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1015,False,"{'a': 0.5, 'e': 0.1323965687141833}",20,11,18.90700282438964,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.5, 'e': 0.5913939922996974}",20,0,-22.977343022427107,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1017,False,"{'a': 0.5, 'e': 0.9055975409837044}",30,0,-182.59405418684065,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
1018,False,"{'a': 0.5, 'e': 0.9980792278165047}",30,4,-124.36086909586474,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 1}",1
1019,False,"{'a': 0.5, 'e': 0.846196310449842}",20,0,-88.66798530010809,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
1020,False,"{'a': 0.5, 'e': 0.4871350241570022}",20,6,-8.297815309208403,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.008806094522619302}",20,15,11.204593577470884,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.5, 'e': 0.4716788741741842}",20,16,8.14855838206552,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.8366804040973139}",20,0,-108.11015070316529,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
1024,False,"{'a': 0.5, 'e': 0.996833390848202}",35,0,-144.89281279536834,"{0: 24, 1: 1, 2: 8, 3: 0, 4: 2}",0
1025,False,"{'a': 0.5, 'e': 0.9129267977395507}",30,0,-253.26497271536041,"{0: 14, 1: 4, 2: 6, 3: 2, 4: 4}",0
1026,False,"{'a': 0.5, 'e': 0.6055038851090959}",30,13,-41.941411021530854,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
1027,False,"{'a': 0.5, 'e': 0.14983250371767806}",25,15,18.53181127247944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.34252310017507853}",30,8,-45.038569069027666,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
1029,False,"{'a': 0.5, 'e': 0.7510171032342344}",20,1,-128.8203396266799,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 2}",1
1030,False,"{'a': 0.5, 'e': 0.9756359267844935}",20,0,-121.44283918615768,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
1031,False,"{'a': 0.5, 'e': 0.9613850489654133}",20,7,-157.25820361836708,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 3}",1
1032,False,"{'a': 0.5, 'e': 0.7117535816838442}",20,0,-4.470592112865504,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1033,False,"{'a': 0.5, 'e': 0.28786001433209996}",30,17,-28.797683658732208,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1034,False,"{'a': 0.5, 'e': 0.20651172399711681}",25,5,11.505439321050043,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1035,False,"{'a': 0.5, 'e': 0.6503221899436746}",20,0,-24.61308714726064,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1036,False,"{'a': 0.5, 'e': 0.9349111030127383}",25,0,-88.19450102433917,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
1037,False,"{'a': 0.5, 'e': 0.9906011718996715}",25,0,-134.21022017570465,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
1038,False,"{'a': 0.5, 'e': 0.8037575254818999}",20,0,-78.13226606692268,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
1039,False,"{'a': 0.5, 'e': 0.4201260048024732}",25,19,5.439429859586053,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.5, 'e': 0.06636701425925702}",25,12,24.90902623098964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.5, 'e': 0.5366110735997806}",25,11,-24.92867907683208,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
1042,False,"{'a': 0.5, 'e': 0.8754740271576206}",20,0,-61.51664904544837,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1043,False,"{'a': 0.5, 'e': 0.9999904056431521}",20,0,-46.72511142343892,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
1044,False,"{'a': 0.5, 'e': 0.8796742569426005}",20,4,-97.30165016928,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 2}",1
1045,False,"{'a': 0.5, 'e': 0.5439831704302425}",30,0,-115.49524643992574,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
1046,False,"{'a': 0.5, 'e': 0.07510603172023837}",25,15,15.591617409828146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.5, 'e': 0.41215968296930966}",20,16,8.455427217686736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.5, 'e': 0.7985143326964996}",35,2,-117.09263653260729,"{0: 20, 1: 3, 2: 9, 3: 0, 4: 1}",1
1049,False,"{'a': 0.5, 'e': 0.9893648246186414}",20,0,-35.60281459957861,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
1050,False,"{'a': 0.5, 'e': 0.9379843021695936}",30,13,-89.44891152285352,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
1051,False,"{'a': 0.5, 'e': 0.6569525092032494}",30,0,-110.5345563758705,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 3}",0
1052,False,"{'a': 0.5, 'e': 0.21507582996419908}",30,19,24.256856175551643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.5, 'e': 0.27945891348188945}",25,0,34.89058893998525,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1054,False,"{'a': 0.5, 'e': 0.7055723684372722}",20,2,-90.99599891047838,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
1055,False,"{'a': 0.5, 'e': 0.9589370999025891}",25,0,-93.3811633956041,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
1056,False,"{'a': 0.5, 'e': 0.9775205852112047}",25,0,-61.45836896432566,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
1057,False,"{'a': 0.5, 'e': 0.7567729390378617}",30,3,-89.46157373031453,"{0: 17, 1: 5, 2: 3, 3: 1, 4: 1}",1
1058,False,"{'a': 0.5, 'e': 0.3507408840091023}",20,16,8.128728450036247,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.5, 'e': 0.14116477194105753}",25,7,27.79391120870097,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.5, 'e': 0.5985083684265092}",20,0,-2.7032047255082,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1061,False,"{'a': 0.5, 'e': 0.9093162426120686}",30,13,-97.97870893882435,"{0: 7, 1: 4, 2: 5, 3: 0, 4: 1}",1
1062,False,"{'a': 0.5, 'e': 0.9974917870935445}",25,0,-72.87077642783757,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
1063,False,"{'a': 0.5, 'e': 0.8414465533522493}",20,11,-38.372059764775095,"{0: 4, 1: 1, 2: 4, 3: 0, 4: 0}",1
1064,False,"{'a': 0.5, 'e': 0.47938585687583785}",25,0,-60.96964278026872,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
1065,False,"{'a': 0.5, 'e': 4.521653003067279e-05}",20,14,13.566769107766753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.5, 'e': 0.4794652193523661}",25,0,-38.45419269757187,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1067,False,"{'a': 0.5, 'e': 0.8414954145431272}",20,0,-122.03466262785079,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
1068,False,"{'a': 0.5, 'e': 0.9974981840751515}",30,0,-96.20465327432524,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
1069,False,"{'a': 0.5, 'e': 0.9092786091802048}",30,0,-161.3269285038295,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
1070,False,"{'a': 0.5, 'e': 0.5984359185578068}",25,0,-18.636120807350622,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
1071,False,"{'a': 0.5, 'e': 0.1410752438901522}",20,0,25.853328500490033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.5, 'e': 0.35082557065294895}",25,0,-15.085539189772026,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
